fecha,cantidad_forecast,ci_lower,ci_upper,categoria
2024-12-12,23.38073303650901,12.493167058884973,33.871362018229156,Bebidas
2024-12-13,22.20889677586975,11.867012774202577,32.1737381606614,Bebidas
2024-12-14,24.41453000781683,13.045561983686968,35.36901016355627,Bebidas
2024-12-15,21.395375832850146,11.432319258341662,30.995201015251933,Bebidas
2024-12-16,24.35935735638203,13.016081250538855,35.28908226534471,Bebidas
2024-12-17,23.02897923100701,12.3052123421157,33.36178088281977,Bebidas
2024-12-18,22.901157189958994,12.23691242567908,33.17660676447687,Bebidas
2024-12-19,23.51335706744819,12.366991237805987,34.633090093933504,Bebidas
2024-12-20,22.33487372486141,11.747160852469491,32.89728862326596,Bebidas
2024-12-21,24.553018111592966,12.913807202295656,36.16441862799751,Bebidas
2024-12-22,21.51673819484198,11.316857561362873,31.692247529434347,Bebidas
2024-12-23,24.49753250079032,12.88462421236137,36.082693243045775,Bebidas
2024-12-24,23.159607986284342,12.180934785952427,34.112049063363074,Bebidas
2024-12-25,23.031060892078234,12.11332467042821,33.92271059152416,Bebidas
2024-12-26,23.64598109838737,12.856782243910182,35.20341661839333,Bebidas
2024-12-27,22.460850673853077,12.212403660696758,33.43903053060865,Bebidas
2024-12-28,24.691506215369106,13.425254691876809,36.75996257539794,Bebidas
2024-12-29,21.63810055683382,11.76505833585466,32.21414520985382,Bebidas
2024-12-30,24.635707645198615,13.39491591831446,36.67689136324356,Bebidas
2024-12-31,23.290236741561678,12.663357081673215,34.67379525267925,Bebidas
2025-01-01,23.160964594197477,12.593069287652371,34.48133881613381,Bebidas
2025-01-02,23.77860512932655,13.254575571359299,34.42517310076511,Bebidas
2025-01-03,22.58682762284474,12.590259690003112,32.69979237573531,Bebidas
2025-01-04,24.829994319145243,13.840636755165868,35.947308426152325,Bebidas
2025-01-05,21.759462918825655,12.129073344763237,31.50198564996599,Bebidas
2025-01-06,24.773882789606905,13.809359289366446,35.86607367302866,Bebidas
2025-01-07,23.42086549683901,13.055165767130354,33.90726009845031,Bebidas
2025-01-08,23.290868296316717,12.982703244244062,33.719058305020646,Bebidas
2025-01-09,23.911229160265734,12.786914270664253,35.43398034432617,Bebidas
2025-01-10,22.712804571836404,12.146037452103764,33.65803846254588,Bebidas
2025-01-11,24.968482422921383,13.352297452822992,37.00072085259617,Bebidas
2025-01-12,21.880825280817493,11.701123148538592,32.42513079195908,Bebidas
2025-01-13,24.9120579340152,13.322123550110858,36.91710556801837,Bebidas
2025-01-14,23.55149425211635,12.594540244225023,34.90089023929237,Bebidas
2025-01-15,23.420771998435956,12.524634417139527,34.707173315062725,Bebidas
2025-01-16,24.04385319120491,13.142346006822548,34.48671709258048,Bebidas
2025-01-17,22.838781520828068,12.483655042060487,32.75825179868276,Bebidas
2025-01-18,25.10697052669752,13.723444874703087,36.0115736325781,Bebidas
2025-01-19,22.00218764280933,12.026373668535316,31.558303680418142,Bebidas
2025-01-20,25.05023307842349,13.692432242458509,35.93019365110753,Bebidas
2025-01-21,23.68212300739368,12.944624651640687,33.967878185449386,Bebidas
2025-01-22,23.550675700555196,12.87277568573666,33.77933993213903,Bebidas
2025-01-23,24.176477222144097,13.417866122259262,35.15446832780706,Bebidas
2025-01-24,22.96475846981974,12.74536616094863,33.39253551561968,Bebidas
2025-01-25,25.245458630473664,14.011147322508428,36.70884999875273,Bebidas
2025-01-26,22.12355000480117,12.278498202444238,32.16935332621898,Bebidas
2025-01-27,25.18840822283179,13.979484532064424,36.62589429225726,Bebidas
2025-01-28,23.81275176267102,13.21599967680389,34.625583369606794,Bebidas
2025-01-29,23.680579402674443,13.142644447454234,34.43339453247318,Bebidas
2025-01-30,24.309101253083274,13.351359260558935,35.121692150400314,Bebidas
2025-01-31,23.090735418811395,12.682192605864483,33.36140207170252,Bebidas
2025-02-01,25.383946734249797,13.94169980911469,36.67462459762485,Bebidas
2025-02-02,22.244912366793002,12.217638720437408,32.13936031304499,Bebidas
2025-02-03,25.326583367240076,13.910193958142724,36.591746234667255,Bebidas
2025-02-04,23.94338051794835,13.150493384318333,34.593300296719676,Bebidas
2025-02-05,23.81048310479368,13.077501746768512,34.40129064635011,Bebidas
2025-02-06,24.441725284022453,13.787543797232654,35.86560195537695,Bebidas
2025-02-07,23.216712367803062,13.09651568697108,34.068027310675376,Bebidas
2025-02-08,25.522434838025937,14.397170578270535,37.45142694288712,Bebidas
2025-02-09,22.366274728784845,12.616784978171903,32.8201015814374,Bebidas
2025-02-10,25.46475851164837,14.364635441460285,37.366793139828275,Bebidas
2025-02-11,24.074009273225684,13.580115698565727,35.326018275313366,Bebidas
2025-02-12,23.940386806912922,13.50473944810988,35.12994168360884,Bebidas
2025-02-13,24.574349314961637,13.88885859108549,36.02497541957603,Bebidas
2025-02-14,23.34268931679473,13.192752609698552,34.219413018286986,Bebidas
2025-02-15,25.660922941802077,14.502965083126025,37.61784722654812,Bebidas
2025-02-16,22.487637090776683,12.709496703186016,32.96594196886229,Bebidas
2025-02-17,25.602933656056663,14.470190868875486,37.53283734218445,Bebidas
