fecha,cantidad_forecast,ci_lower,ci_upper,categoria
2024-12-12,1.5350877357454777,0.33528996728541655,3.812939500318616,Carnes
2024-12-13,1.5357655759367685,0.33175610254731325,3.8282917899206623,Carnes
2024-12-14,1.5364052007136637,0.32865265403658955,3.842011433659586,Carnes
2024-12-15,1.5370087557146466,0.3259261417049677,3.854277492633483,Carnes
2024-12-16,1.537578267086722,0.32353016701615384,3.865248728034665,Carnes
2024-12-17,1.538115648032111,0.32142436893599885,3.8750660228648117,Carnes
2024-12-18,1.5386227050082337,0.31957355704025026,3.883854487686393,Carnes
2024-12-19,1.5391011435979896,0.31794698689644346,3.8917252981490282,Carnes
2024-12-20,1.5395525740666782,0.31651775069762267,3.8987773032541275,Carnes
2024-12-21,1.5399785166212285,0.3152622619906245,3.9050984365149857,Carnes
2024-12-22,1.5403804063867366,0.31415981778533936,3.910766956814525,Carnes
2024-12-23,1.5407595981146724,0.3131922247306791,3.915852541493515,Carnes
2024-12-24,1.5411173706364774,0.3123434786668902,3.9204172507565636,Carnes
2024-12-25,1.5414549310756596,0.31159948890655437,3.9245163796712657,Carnes
2024-12-26,1.5417734188308954,0.31094784019963295,3.9281992117180407,Carnes
2024-12-27,1.5420739093420601,0.31037758660555387,3.9315096859198944,Carnes
2024-12-28,1.542357417650555,0.3098790725050524,3.9344869879642017,Carnes
2024-12-29,1.5426249017647553,0.3094437767943551,3.93716607436253,Carnes
2024-12-30,1.5428772658408691,0.30906417695822225,3.939578137532899,Carnes
2024-12-31,1.5431153631890173,0.3087336302497155,3.9417510186958182,Carnes
2025-01-01,1.5433399991138375,0.3084462696389733,3.9437095746218045,Carnes
2025-01-02,1.5435519335984642,0.308196912550507,3.9454760035314678,Carnes
2025-01-03,1.5437518838402964,0.30798098070393704,3.9470701348108514,Carnes
2025-01-04,1.5439405266465247,0.3077944296186955,3.9485096866496727,Carnes
2025-01-05,1.544118500696999,0.30763368654843803,3.9498104952261706,Carnes
2025-01-06,1.5442864086816148,0.307495595783246,3.9509867186391148,Carnes
2025-01-07,1.5444448193190392,0.3073773704030685,3.952051018416727,Carnes
2025-01-08,1.54459426926323,0.30727654968901236,3.9530147211067144,Carnes
2025-01-09,1.544735264903876,0.3071909615038805,3.9538879621653313,Carnes
2025-01-10,1.5448682840665544,0.3071186890428301,3.9546798141110804,Carnes
2025-01-11,1.5449937776181062,0.30705804143172966,3.955398400686237,Carnes
2025-01-12,1.5451121709824278,0.3070075277167424,3.9560509985729215,Carnes
2025-01-13,1.5452238655716122,0.3069658338455708,3.9566441280367473,Carnes
2025-01-14,1.5453292401370975,0.30693180229002176,3.9571836337174107,Carnes
2025-01-15,1.5454286520452443,0.3069044140022571,3.9576747566495554,Carnes
2025-01-16,1.545522438481512,0.30688277243422935,3.9581221984766524,Carnes
2025-01-17,1.545610917587192,0.3068660893821691,3.95853017871375,Carnes
2025-01-18,1.5456943895324273,0.30685367244625883,3.958902485820098,Carnes
2025-01-19,1.545773137529065,0.3068449139203592,3.959242522758548,Carnes
2025-01-20,1.5458474287866761,0.3068392809483309,3.9595533476438156,Carnes
2025-01-21,1.5459175154149039,0.30683630680252566,3.959837710015381,Carnes
2025-01-22,1.5459836352751322,0.30683558315674797,3.960098083211812,Carnes
2025-01-23,1.546046012784299,0.30683675324070636,3.9603366932708557,Carnes
2025-01-24,1.5461048596735179,0.3068395057759508,3.96055554473306,Carnes
2025-01-25,1.546160375704038,0.30684356960473236,3.9607564436852654,Carnes
2025-01-26,1.546212749342923,0.30684870893331767,3.960941018343428,Carnes
2025-01-27,1.5462621584006966,0.306854719120222,3.961110737441458,Carnes
2025-01-28,1.5463087706330945,0.30686142294771296,3.961266926663601,Carnes
2025-01-29,1.5463527443089213,0.30686866732191204,3.9614107833319387,Carnes
2025-01-30,1.5463942287459163,0.3068763203530104,3.961543389537452,Carnes
2025-01-31,1.5464333648164228,0.30688426877258196,3.9616657238825956,Carnes
2025-02-01,1.5464702854245531,0.3068924156498303,3.9617786719849386,Carnes
2025-02-02,1.5465051159564482,0.30690067837290064,3.9618830358752586,Carnes
2025-02-03,1.5465379747051458,0.30690898686520407,3.961979542408825,Carnes
2025-02-04,1.5465689732714814,0.3069172820100815,3.9620688507958244,Carnes
2025-02-05,1.546598216942368,0.30692551426013176,3.9621515593452816,Carnes
2025-02-06,1.5466258050477304,0.30693364241019394,3.9622282115066447,Carnes
2025-02-07,1.546651831297293,0.3069416325153318,3.962299301284042,Carnes
2025-02-08,1.546676384098351,0.3069494569372741,3.9623652780901093,Carnes
2025-02-09,1.5466995468556046,0.306957093504612,3.9624265510990586,Carnes
2025-02-10,1.5467213982540544,0.3069645247737274,3.962483493152165,Carnes
2025-02-11,1.546742012525924,0.3069717373788737,3.962536444263155,Carnes
2025-02-12,1.5467614597025006,0.3069787214611517,3.962585714765823,Carnes
2025-02-13,1.5467798058517488,0.3069854701672686,3.9626315881416634,Carnes
2025-02-14,1.5467971133025,0.30699197921000454,3.9626743235612167,Carnes
2025-02-15,1.546813440855967,0.30699824648321644,3.9627141581692253,Carnes
2025-02-16,1.546828843985311,0.3070042717250321,3.9627513091404447,Carnes
2025-02-17,1.5468433750239257,0.30701005622358946,3.9627859755301165,Carnes
2025-02-18,1.5468570833430753,0.30701560256033655,3.9628183399404806,Carnes
2025-02-19,1.5468700155194939,0.30702091438645573,3.962848570022458,Carnes
2025-02-20,1.546882215493508,0.30702599622849686,3.962876819829619,Carnes
2025-02-21,1.5468937247182164,0.3070308533197377,3.962903231039644,Carnes
2025-02-22,1.5469045823002334,0.3070354914541988,3.962927934056972,Carnes
2025-02-23,1.5469148251324776,0.307039916860585,3.9629510490087876,Carnes
2025-02-24,1.546924488019446,0.30704413609374304,3.9629726866452746,Carnes
2025-02-25,1.5469336037954022,0.307048155941499,3.9629929491538762,Carnes
2025-02-26,1.5469422034358842,0.30705198334499295,3.963011930896272,Carnes
2025-02-27,1.5469503161628975,0.3070556253308363,3.963029719075905,Carnes
2025-02-28,1.5469579695441649,0.30705908895362233,3.96304639434301,Carnes
2025-03-01,1.5469651895867544,0.3070623812474842,3.9630620313434095,Carnes
2025-03-02,1.5469720008254169,0.30706550918555175,3.9630766992167024,Carnes
2025-03-03,1.5469784264059165,0.30706847964629275,3.9630904620488128,Carnes
2025-03-04,1.5469844881636576,0.3070712993858446,3.963103379283446,Carnes
2025-03-05,1.5469902066978523,0.3070739750155447,3.963115506096446,Carnes
2025-03-06,1.5469956014414983,0.30707651298396954,3.9631268937367103,Carnes
2025-03-07,1.5470006907273914,0.30707891956286865,3.9631375898368493,Carnes
2025-03-08,1.5470054918504075,0.3070812008364559,3.963147638696573,Carnes
2025-03-09,1.5470100211262565,0.3070833626935883,3.9631570815413575,Carnes
2025-03-10,1.5470142939469107,0.30708541082241686,3.963165956758777,Carnes
2025-03-11,1.5470183248328988,0.30708735070714394,3.9631743001146083,Carnes
